deploymentID,sequenceID,timestamp,scientificName,UTC timestamp,epoch,longitude,latitude,locationName,cameraID,fileName
0067a2ad-524a-4e2c-86a0-d391cb32c24a,992b78fb-1cb3-45c8-8d01-e400e5e9ba71,2022-08-06T23:48:16+01:00,Rattus norvegicus,2022-08-06 21:48:16+00:00,1659822496.0,4.91805,52.36519,ARTIS Wolves 0168,7b3d18bc-a500-47e2-b3da-dafb51ba53cf,20220929114707-artis_18_wildlifecamera1_2022-08-06_23-48-16_(75).JPG
0067a2ad-524a-4e2c-86a0-d391cb32c24a,e33910f5-3c68-4c11-a6f4-3e064aaa1b95,2022-08-10T01:52:12+01:00,Rattus norvegicus,2022-08-09 23:52:12+00:00,1660089132.0,4.91805,52.36519,ARTIS Wolves 0168,7b3d18bc-a500-47e2-b3da-dafb51ba53cf,20220929114721-artis_18_wildlifecamera1_2022-08-10_01-52-12_(85).JPG
0067a2ad-524a-4e2c-86a0-d391cb32c24a,b03a1f6b-44af-48bf-9c8f-e45b1f3f7d8e,2022-08-10T01:59:46+01:00,Rattus norvegicus,2022-08-09 23:59:46+00:00,1660089586.0,4.91805,52.36519,ARTIS Wolves 0168,7b3d18bc-a500-47e2-b3da-dafb51ba53cf,20220929114725-artis_18_wildlifecamera1_2022-08-10_01-59-46_(90).JPG
0067a2ad-524a-4e2c-86a0-d391cb32c24a,7ad1b332-9285-4a3e-b57a-a330a3c8ed58,2022-08-25T09:48:27+01:00,Rattus norvegicus,2022-08-25 07:48:27+00:00,1661413707.0,4.91805,52.36519,ARTIS Wolves 0168,7b3d18bc-a500-47e2-b3da-dafb51ba53cf,20220929114816-artis_18_wildlifecamera1_2022-08-25_09-48-27_(5).JPG
046f81bb-5cee-4056-a48f-7f1762be1400,ee1c5221-5ea4-4480-99a0-75d62db6f3d4,2021-12-05T17:09:52+01:00,Rattus norvegicus,2021-12-05 16:09:52+00:00,1638720592.0,4.91832,52.36578,ARTIS Vultures 0201,15c8dbeb-5a59-4b1d-bd49-ead5e68bdce5,20220204154106-SYFR2074.JPG
059c5aa6-1061-41d5-b773-d4ef20ced853,94d63a20-a426-4180-bfba-1127cdd0d998,2022-01-26T20:07:41+01:00,Rattus norvegicus,2022-01-26 19:07:41+00:00,1643224061.0,4.91595,52.36636,ARTIS Mammal House Roof 0180,dee54543-2120-4951-91b5-906f02f95cc9,20220213134602-SYFR1052.JPG
0ad66259-c10a-411d-8cac-2b40199ea10f,97a50e02-6d1f-4c30-b80c-de8b67ae159d,2021-12-14T15:43:24+01:00,Rattus norvegicus,2021-12-14 14:43:24+00:00,1639493004.0,4.91595,52.36636,ARTIS Mammal House Roof 0180,dee54543-2120-4951-91b5-906f02f95cc9,20220213133815-SYFR0914.JPG
0b247c89-fcb1-4796-ba24-69763a40210d,93a5d94b-352c-4871-bb29-750d632ad8a0,2022-01-02T05:59:32+01:00,Rattus norvegicus,2022-01-02 04:59:32+00:00,1641099572.0,4.91472,52.36718,ARTIS Spider Monkeys 0170,43807176-f67a-454c-8340-0262a5a0a932,20220221110838-SYFR5582.JPG
0b247c89-fcb1-4796-ba24-69763a40210d,e35bf901-167f-4fe7-9e16-abfd4b5740cb,2022-01-03T04:18:59+01:00,Rattus norvegicus,2022-01-03 03:18:59+00:00,1641179939.0,4.91472,52.36718,ARTIS Spider Monkeys 0170,43807176-f67a-454c-8340-0262a5a0a932,20220221112220-SYFR5648.JPG
0b247c89-fcb1-4796-ba24-69763a40210d,81a87791-025f-4403-8258-aa9e8d4cc6ff,2022-01-10T04:03:53+01:00,Rattus norvegicus,2022-01-10 03:03:53+00:00,1641783833.0,4.91472,52.36718,ARTIS Spider Monkeys 0170,43807176-f67a-454c-8340-0262a5a0a932,20220221130218-SYFR6565.JPG
0b247c89-fcb1-4796-ba24-69763a40210d,0ce99b39-aba7-450b-bc57-bf2593c18e93,2022-01-10T05:36:57+01:00,Rattus norvegicus,2022-01-10 04:36:57+00:00,1641789417.0,4.91472,52.36718,ARTIS Spider Monkeys 0170,43807176-f67a-454c-8340-0262a5a0a932,20220221130231-SYFR6570.JPG
0b247c89-fcb1-4796-ba24-69763a40210d,927bbbeb-8fef-45e8-b963-438533d2705a,2022-01-10T17:43:27+01:00,Rattus norvegicus,2022-01-10 16:43:27+00:00,1641833007.0,4.91472,52.36718,ARTIS Spider Monkeys 0170,43807176-f67a-454c-8340-0262a5a0a932,20220221131114-SYFR6681.JPG
0b247c89-fcb1-4796-ba24-69763a40210d,0dab4545-1272-4652-ae17-490e32e18e5f,2022-01-10T23:39:51+01:00,Rattus norvegicus,2022-01-10 22:39:51+00:00,1641854391.0,4.91472,52.36718,ARTIS Spider Monkeys 0170,43807176-f67a-454c-8340-0262a5a0a932,20220221131133-SYFR6686.JPG
0b247c89-fcb1-4796-ba24-69763a40210d,800053e7-f6de-4223-8de3-1d430ff142b3,2022-01-11T04:39:20+01:00,Rattus norvegicus,2022-01-11 03:39:20+00:00,1641872360.0,4.91472,52.36718,ARTIS Spider Monkeys 0170,43807176-f67a-454c-8340-0262a5a0a932,20220221131200-SYFR6696.JPG
0b247c89-fcb1-4796-ba24-69763a40210d,e5ea89c3-22b7-47b5-9e71-e8120adc01ee,2022-01-11T23:57:41+01:00,Rattus norvegicus,2022-01-11 22:57:41+00:00,1641941861.0,4.91472,52.36718,ARTIS Spider Monkeys 0170,43807176-f67a-454c-8340-0262a5a0a932,20220221131900-SYFR6797.JPG
0b247c89-fcb1-4796-ba24-69763a40210d,a1ace8fe-26f8-4691-bb25-5aab0a41ff45,2022-01-12T21:24:40+01:00,Rattus norvegicus,2022-01-12 20:24:40+00:00,1642019080.0,4.91472,52.36718,ARTIS Spider Monkeys 0170,43807176-f67a-454c-8340-0262a5a0a932,20220221133410-SYFR7043.JPG
0b247c89-fcb1-4796-ba24-69763a40210d,eaf6478a-0007-49ff-bec2-5f47fe4dc9f4,2022-01-12T21:34:38+01:00,Rattus norvegicus,2022-01-12 20:34:38+00:00,1642019678.0,4.91472,52.36718,ARTIS Spider Monkeys 0170,43807176-f67a-454c-8340-0262a5a0a932,20220221133424-SYFR7048.JPG
0b247c89-fcb1-4796-ba24-69763a40210d,a7d58eb7-ed90-480b-96c8-c81c79a2494f,2022-01-13T05:57:27+01:00,Rattus norvegicus,2022-01-13 04:57:27+00:00,1642049847.0,4.91472,52.36718,ARTIS Spider Monkeys 0170,43807176-f67a-454c-8340-0262a5a0a932,20220221133449-SYFR7058.JPG
0b247c89-fcb1-4796-ba24-69763a40210d,80c73ef7-1b90-4365-bfb5-dbb3c790b746,2022-01-14T00:24:25+01:00,Rattus norvegicus,2022-01-13 23:24:25+00:00,1642116265.0,4.91472,52.36718,ARTIS Spider Monkeys 0170,43807176-f67a-454c-8340-0262a5a0a932,20220221134554-SYFR7224.JPG
0b247c89-fcb1-4796-ba24-69763a40210d,58969b27-72a0-489d-9edd-be5ab0f692d3,2022-01-15T06:21:34+01:00,Rattus norvegicus,2022-01-15 05:21:34+00:00,1642224094.0,4.91472,52.36718,ARTIS Spider Monkeys 0170,43807176-f67a-454c-8340-0262a5a0a932,20220221140010-SYFR7470.JPG
0b247c89-fcb1-4796-ba24-69763a40210d,b386832a-1250-46f4-8df5-53c35e873584,2022-01-15T19:07:10+01:00,Rattus norvegicus,2022-01-15 18:07:10+00:00,1642270030.0,4.91472,52.36718,ARTIS Spider Monkeys 0170,43807176-f67a-454c-8340-0262a5a0a932,20220221141128-SYFR7626.JPG
0b247c89-fcb1-4796-ba24-69763a40210d,c35d3c39-c98f-4759-893d-906301d05831,2022-01-21T06:25:38+01:00,Rattus norvegicus,2022-01-21 05:25:38+00:00,1642742738.0,4.91472,52.36718,ARTIS Spider Monkeys 0170,43807176-f67a-454c-8340-0262a5a0a932,20220221145200-SYFR8191.JPG
0b247c89-fcb1-4796-ba24-69763a40210d,de9369b0-23c0-492a-a545-f4aa0d057243,2022-01-23T00:54:24+01:00,Rattus norvegicus,2022-01-22 23:54:24+00:00,1642895664.0,4.91472,52.36718,ARTIS Spider Monkeys 0170,43807176-f67a-454c-8340-0262a5a0a932,20220221150604-SYFR8398.JPG
0b247c89-fcb1-4796-ba24-69763a40210d,dd00876d-9045-4e29-a65f-96b23c8e5454,2022-01-27T18:18:02+01:00,Rattus norvegicus,2022-01-27 17:18:02+00:00,1643303882.0,4.91472,52.36718,ARTIS Spider Monkeys 0170,43807176-f67a-454c-8340-0262a5a0a932,20220221152239-SYFR8848.JPG
